ticker,sector,universe_source
GRPH,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
KAQI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
VIVA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PSKT,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PYFA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MGRO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
SQMI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PEGE,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
RLCO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
LEAD,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
WIIM,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
APEX,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
NISP,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
VERN,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
CNMA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
TUGU,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
VTNY,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BJTM,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BAPA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
LAPD,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MIDI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
HEXA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
SDMU,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
KRYA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
FORU,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
LPPF,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MORA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
WMPP,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
LIVE,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BTPS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ENZO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BJBR,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BELL,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BEER,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
SOFA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PNBN,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
EMMI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
NETV,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
AHAP,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
TRUK,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
UNTD,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ERAL,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BIRD,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DEFI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
CTTH,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
SWID,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BAJA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
KRAS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DPUM,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
LAJU,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
KJEN,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
NPGF,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ADHI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BINA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
TOOL,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
NINE,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
WOOD,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MKPI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ASLC,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DRMA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
NOBU,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DAAZ,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
AGRO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BTEK,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MOLI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
TBLA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
RALS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
CSMI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MSKY,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
OILS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
CENT,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ELPI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
KLAS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MITI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PBSA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
GOTO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
HAJJ,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
FUJI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
TMAS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
LABA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MERI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DKHH,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
IPCC,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
IBOS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PGUN,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
STRK,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
OPMS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PPGL,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
TBIG,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ISEA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
SMAR,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
IMJS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
CARS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BANK,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PART,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
CFIN,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ALII,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BABY,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
SILO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ESTI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
CASS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
WEHA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
APIC,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BGTG,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DOSS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DOID,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ADMF,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
GSMF,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
LOPI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MLBI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
INPC,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DFAM,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
TAXI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PJHB,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
INDS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MDIY,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
POLA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
GEMS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
GOLF,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ADES,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
AGRS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PPRO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MGNA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ISAP,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PMUI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
GWSA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ACRO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BELI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
INOV,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
YOII,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
SHIP,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
KSIX,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
DART,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
OLIV,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
KICI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PMJS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
KAEF,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
NELY,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
SOTS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
PANS,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
MIRA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
IDEA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
HELI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ARGO,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
ASMI,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BHIT,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
BACA,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
TAMU,UNKNOWN,IDX_ACTIVE_LIQUIDITY_ADD
